ID,Schadensklasse,Mittelwert_x,Mittelwert_y,Mittelwert_z,Variance_x,Variance_y,Variance_z,Effektivwert_x,Effektivwert_y,Effektivwert_z,Standardabweichung_x,Standardabweichung_y,Standardabweichung_z,Woehlbung_x,Woehlbung_y,Woehlbung_z,Schiefe_x,Schiefe_y,Schiefe_z,Mittlere_Absolute_Abweichung_x,Mittlere_Absolute_Abweichung_y,Mittlere_Absolute_Abweichung_z,Zentrales_Moment_x,Zentrales_Moment_y,Zentrales_Moment_z,Median_x,Median_y,Median_z,Timestamp
595,1,636.672,-141.312,15770.1,14297600.0,155796000.0,27358100,3832.58,12476.4,16614.1,3779.32,12475.6,5227.88,-0.171306,-1.32024,0.152202,0.007726,-0.0372523,-0.135434,3048.17,11017.8,4110.84,0,0,0,512,256,15872,1604490000
596,1,681.728,-79.104,15584.0,14222300.0,166911000.0,36539400,3830.51,12913.2,16714.2,3769.35,12912.9,6041.76,-0.0893516,-1.334,1.67081,0.0108615,-0.0295232,-0.492464,3037.11,11432.0,4662.85,0,0,0,768,384,15616,1604490000
597,1,583.68,-480.0,15789.1,19875300.0,132350000.0,31400300,4494.01,11508.6,16753.0,4455.94,11498.6,5600.79,-0.0849515,-1.04672,-0.0813646,0.00291867,-0.0220968,-0.0475875,3559.26,9883.65,4481.66,0,0,0,512,-512,15872,1604490000
598,1,536.064,-468.992,15631.6,23018100.0,115742000.0,30972400,4825.19,10763.2,16591.8,4795.32,10752.9,5562.51,-0.307344,-0.87741,-0.0836556,0.0483506,-0.048923,-0.170163,3921.62,9038.42,4431.69,0,0,0,512,-256,15872,1604490000
599,1,491.776,-531.968,15761.4,25329500.0,117475000.0,25402300,5054.3,10846.2,16546.9,5030.32,10833.2,5037.55,2.2372,-1.0087,0.00168122,0.0499855,-0.0242197,0.141486,3761.66,9269.18,3983.2,0,0,0,256,0,15616,1604490000
600,1,618.496,-624.64,15828.2,34098500.0,134750000.0,29211500,5869.15,11619.2,16724.7,5836.47,11602.4,5402.06,-0.890554,-1.11424,0.0128932,-0.00872943,0.0303076,0.0744918,4967.85,10081.8,4264.54,0,0,0,512,-640,15872,1604490000
601,1,638.208,-313.088,15650.0,15276100.0,129468000.0,30273500,3958.3,11377.0,16588.2,3906.51,11372.7,5499.39,-0.454241,-1.07628,0.332799,-0.10165,-0.0298877,-0.177034,3201.58,9781.22,4281.5,0,0,0,768,-256,15616,1604490000
602,1,653.568,-407.296,15691.8,24356500.0,129347000.0,25495000,4975.87,11374.7,16483.4,4932.76,11367.4,5046.74,-0.379596,-1.09534,0.166834,0.033593,-0.000980468,-0.0875792,4049.02,9737.24,3997.18,0,0,0,512,-256,15744,1604490000
603,0,561.152,-603.392,15680.5,10704200.0,120138000.0,20953600,3317.88,10971.9,16334.4,3270.08,10955.2,4575.22,-0.369121,-1.05313,0.105745,-0.0560031,0.0312244,0.0315882,2675.87,9307.58,3583.77,0,0,0,512,-512,15616,1604490000
604,1,709.632,-286.464,15627.8,17165700.0,124193000.0,35745900,4201.44,11142.3,16731.3,4141.08,11138.6,5975.8,-0.0856927,-0.869729,0.273073,-0.0206846,-0.0221455,-0.247963,3317.51,9398.47,4712.12,0,0,0,768,-512,15616,1604490000
605,1,522.24,-349.696,15848.2,9880150.0,143496000.0,29397700,3184.81,11978.1,16749.1,3141.7,11973.0,5419.25,-0.197212,-1.19062,-0.0665609,0.0760539,0.0150306,-0.0218434,2541.61,10417.9,4294.45,0,0,0,512,-896,15872,1604490000
606,1,635.392,-246.784,15787.5,18649900.0,126755000.0,23496900,4362.9,11255.6,16514.2,4316.39,11252.9,4844.93,-0.455548,-1.07641,-0.0636908,-0.1532,-0.0166102,0.0979663,3518.42,9603.6,3866.48,0,0,0,768,-256,15616,1604490000
607,1,472.064,-425.984,15774.0,17159300.0,128926000.0,25427100,4167.13,11356.9,16559.6,4140.3,11348.9,5040.0,-0.270924,-1.07118,0.0413737,-0.136146,-0.00768621,0.0517496,3404.73,9767.94,3979.29,0,0,0,512,-384,15616,1604490000
608,1,469.248,-450.304,15695.6,14735500.0,134978000.0,28158300,3865.35,11620.9,16567.5,3836.77,11612.2,5303.79,-0.203889,-1.10828,0.115808,-0.190036,0.0310213,0.0155905,3060.4,10028.9,4140.44,0,0,0,512,-256,15616,1604490000
609,1,665.088,-712.704,15794.9,23269800.0,122841000.0,27614800,4867.12,11100.7,16645.3,4821.47,11077.8,5252.35,0.043027,-0.996774,0.134489,0.0982553,0.0289297,0.0346978,3841.12,9410.57,4091.86,0,0,0,512,-1152,15872,1604490000
610,1,552.96,-175.616,15641.6,12199700.0,127208000.0,30410700,3534.58,11274.4,16584.3,3491.06,11273.0,5511.83,0.197224,-1.01482,1.28104,-0.0953638,-0.0231266,-0.283477,2726.36,9624.55,4183.3,0,0,0,768,-256,15616,1604490000
611,0,645.376,-322.816,15866.9,9194430.0,121286000.0,22202800,3098.67,11012.2,16551.1,3030.72,11007.5,4709.63,-0.238663,-1.02736,0.0327718,0.0548005,-0.0316032,-0.0304968,2440.1,9381.3,3743.73,0,0,0,768,-256,15616,1604490000
612,1,635.904,-56.064,15646.2,10078400.0,117135000.0,21193000,3236.15,10817.6,16308.8,3173.06,10817.5,4601.28,-0.239814,-0.959021,-0.0505893,-0.00300796,-0.00864965,0.157651,2536.74,9155.33,3668.48,0,0,0,768,-128,15360,1604490000
613,0,520.448,-505.6,15862.3,7862870.0,115582000.0,22932400,2850.59,10757.4,16568.7,2802.68,10745.5,4786.38,-0.255567,-0.904261,0.12893,-0.0241251,-0.026973,0.14721,2270.77,9016.23,3760.03,0,0,0,512,-512,15616,1604490000
614,0,561.664,-406.784,15706.6,5708410.0,116963000.0,22847500,2453.2,10817.2,16417.1,2388.03,10809.5,4777.52,0.115616,-0.911549,-0.0365349,0.143944,0.027577,-0.0131901,1908.89,9107.29,3800.22,0,0,0,512,-256,15616,1604490000
615,0,609.024,-566.528,15756.8,7068140.0,111810000.0,24754100,2726.17,10583.9,16522.9,2657.27,10568.8,4972.86,0.0294948,-0.871158,-0.290457,-0.0471594,-0.0136502,-0.0226394,2114.43,8871.79,4055.83,0,0,0,768,-512,15616,1604490000
616,0,574.72,-511.744,15646.2,6106790.0,125252000.0,27056200,2535.94,11197.7,16487.4,2469.96,11186.0,5198.96,-0.0560593,-0.941442,0.0554749,-0.0301021,0.025362,-0.114498,1955.69,9429.25,4114.55,0,0,0,512,-768,15616,1604490000
617,0,672.0,-248.064,15829.2,5726130.0,123912000.0,25819800,2484.35,11128.8,16624.1,2391.74,11126.0,5078.78,-0.010708,-0.910304,-0.176402,0.0336642,0.00968924,0.071968,1922.56,9406.45,4052.56,0,0,0,512,-768,15616,1604490000
618,0,607.232,-584.704,15839.2,7696750.0,126955000.0,27908100,2838.62,11277.0,16696.2,2772.91,11261.8,5280.17,0.0410939,-0.913308,-0.276829,-0.158127,0.0600094,-0.212424,2185.56,9416.72,4269.8,0,0,0,768,-1024,16128,1604490000
619,0,581.376,-393.472,15762.7,4651910.0,112489000.0,29600500,2232.77,10608.1,16674.3,2155.75,10600.8,5437.92,-0.0428646,-0.791974,-0.273154,0.00980006,0.0155399,-0.0106379,1726.99,8784.18,4386.58,0,0,0,512,-512,15360,1604490000
620,0,542.976,-339.712,15629.1,5182940.0,125183000.0,25499800,2339.36,11188.1,16423.8,2275.47,11182.9,5047.2,-0.0219414,-1.00869,-0.276991,0.0246321,-0.0196251,-0.110364,1811.06,9509.1,4066.3,0,0,0,512,-256,15872,1604490000
621,1,596.992,-519.68,15872.3,6587570.0,144536000.0,26049500,2633.89,12027.5,16671.9,2565.34,12016.3,5101.32,-0.191306,-1.17865,-0.262366,0.0822354,0.00867059,0.00625163,2068.64,10413.6,4058.38,0,0,0,512,-768,15744,1604490000
622,1,584.96,-639.488,15585.3,6209180.0,138307000.0,34511400,2558.35,11771.9,16654.7,2490.58,11754.5,5871.7,-0.257407,-1.05273,1.08705,-0.00211734,-0.0165786,-0.339381,2036.92,10072.3,4540.93,0,0,0,512,-768,15488,1604490000
623,1,604.928,-487.424,15719.7,4672880.0,132143000.0,29653800,2243.69,11499.9,16635.3,2160.6,11489.6,5442.81,-0.0732595,-1.1317,0.319583,0.0831868,-0.0337073,-0.215372,1722.29,9921.63,4293.39,0,0,0,512,-512,15616,1604490000
624,1,563.2,-747.776,15764.0,4542910.0,138679000.0,26519400,2203.53,11794.0,16583.0,2130.34,11770.3,5147.13,-0.0350834,-1.12306,-0.0962708,0.0161069,0.0951949,-0.0252297,1702.5,10143.1,4144.66,0,0,0,512,-2176,15616,1604490000
625,1,664.064,-363.52,15675.9,5928760.0,136295000.0,29658600,2522.66,11674.4,16594.1,2433.69,11668.7,5443.24,0.200403,-1.10957,0.00178818,-0.173398,-0.00897686,-0.0924665,1934.51,10106.0,4284.25,0,0,0,768,-256,15616,1604490000
626,0,576.512,-323.84,15806.7,6680240.0,119619000.0,21115800,2646.87,10936.4,16460.5,2583.32,10931.6,4592.9,0.0329974,-0.991648,0.29892,-0.00742311,-0.0651223,-0.103117,2058.38,9250.82,3622.42,0,0,0,512,0,15872,1604490000
627,1,614.4,-773.888,15648.8,8205190.0,128460000.0,24814800,2928.22,11354.8,16421.8,2863.04,11328.3,4978.96,0.139522,-1.00127,0.981659,0.0708547,0.066105,-0.390348,2279.01,9662.22,3815.74,0,0,0,512,-768,15872,1604490000
628,0,597.76,-638.208,15830.0,7193400.0,111408000.0,22941900,2746.55,10569.0,16538.1,2680.71,10549.7,4787.37,-0.000914104,-0.877914,0.601048,0.0362683,0.00733068,-0.0558246,2134.11,8869.41,3728.81,0,0,0,512,-768,15616,1604490000
629,0,554.752,-416.256,15676.4,7921200.0,107459000.0,26246300,2867.23,10369.4,16491.5,2813.06,10361.1,5120.55,-0.0923607,-0.739083,0.414209,-0.0750631,-0.16726,0.0901748,2245.8,8632.64,3964.09,0,0,0,512,0,15616,1604490000
630,0,589.568,-562.432,15912.4,4486050.0,75700600.0,16996000,2197.53,8714.43,16437.3,2116.97,8696.26,4120.56,1.11447,-0.523737,0.341536,-0.0971498,-0.0310523,-0.0403551,1623.71,7134.24,3225.28,0,0,0,512,-256,15872,1604490000
631,0,656.896,-172.544,15731.5,5539510.0,95352400.0,23913700,2442.43,9761.5,16473.3,2352.44,9759.97,4887.72,0.231155,-0.514598,0.264791,0.0125353,0.00302321,-0.218793,1851.02,7902.55,3843.71,0,0,0,512,0,15872,1604490000
632,0,560.64,-707.072,15782.1,5631500.0,82460500.0,19002800,2437.25,9103.74,16372.5,2371.89,9076.24,4357.04,0.166513,-0.0658714,1.0249,-0.122704,-0.165851,-0.130205,1874.97,7221.27,3315.91,0,0,0,768,-512,15616,1604490000
633,0,622.592,-518.144,15809.0,4233760.0,96253100.0,18944700,2148.75,9819.64,16396.7,2056.58,9805.96,4350.37,0.0209434,-0.616163,0.0488381,0.0666528,0.0414539,0.133031,1641.18,8012.84,3436.82,0,0,0,512,-512,15616,1604490000
634,0,605.184,-503.552,15863.6,4710690.0,107668000.0,18066900,2252.16,10383.3,16422.6,2169.33,10371.1,4248.4,0.0148465,-0.921316,0.289485,-0.0184128,0.0400189,0.147673,1747.32,8781.65,3349.73,0,0,0,512,-768,15616,1604490000
635,0,653.312,-192.768,15862.0,4733110.0,95950600.0,18278700,2270.5,9792.44,16427.5,2174.48,9790.54,4273.22,-0.0802848,-0.582803,0.937713,0.0875537,-0.058793,-0.131603,1747.4,8029.83,3317.42,0,0,0,768,0,15616,1604490000
636,0,672.512,-507.392,15873.3,5677550.0,97908800.0,20465300,2474.7,9902.95,16504.7,2381.57,9889.94,4521.59,-0.217766,-0.671724,1.10492,0.119222,-0.00434252,-0.0731952,1926.34,8178.29,3471.67,0,0,0,512,-768,15872,1604490000
637,0,605.696,-369.152,15827.5,5696320.0,103741000.0,18498800,2461.2,10186.9,16400.9,2385.5,10180.2,4298.88,0.0378667,-0.708957,0.136138,0.0263954,-0.0121238,0.125308,1898.51,8386.21,3399.19,0,0,0,512,-256,15616,1604490000
638,0,602.112,-615.168,15816.7,7384650.0,97218900.0,21873100,2782.05,9874.21,16493.0,2716.11,9855.03,4674.53,0.128584,-0.503336,0.391976,0.0596692,-0.0631284,-0.0874648,2157.02,8003.16,3642.77,0,0,0,512,-256,15616,1604490000
639,0,616.96,-362.752,15859.5,3922440.0,104677000.0,22895500,2073.44,10232.5,16564.9,1979.53,10226.1,4782.53,-0.237594,-0.792376,-0.0368568,0.0879544,0.0227526,-0.0375955,1593.32,8505.21,3752.52,0,0,0,768,-768,15872,1604490000
640,0,585.728,-503.552,15768.1,8053190.0,92456900.0,20049600,2896.24,9623.83,16390.9,2836.4,9610.64,4475.44,0.10292,-0.544044,0.0206934,0.137672,0.0169102,0.243625,2255.8,7825.25,3571.86,0,0,0,512,-512,15360,1604490000
641,0,641.024,-418.816,15751.7,7470320.0,97030200.0,23676000,2806.02,9854.37,16485.4,2731.82,9845.47,4863.36,-0.328552,-0.529341,-0.0682419,-0.152861,-0.0212769,0.125108,2222.81,8042.68,3860.36,0,0,0,768,-512,15616,1604490000
642,0,650.24,-562.688,15763.2,7604960.0,87120800.0,20606400,2831.99,9346.14,16403.2,2756.33,9329.19,4537.16,-0.141144,-0.594336,0.285869,-0.0520524,-0.0560877,-0.0229332,2220.86,7705.28,3579.12,0,0,0,512,-256,15872,1604490000
643,0,621.312,-534.016,15902.2,8200770.0,72073600.0,23195800,2928.92,8502.16,16614.8,2862.27,8485.37,4813.79,0.146729,-0.399757,-0.164902,0.0673877,-0.0371976,0.144838,2265.99,6914.65,3832.05,0,0,0,512,-512,15872,1604490000
644,0,575.232,-510.72,15790.8,6957310.0,69038800.0,20231300,2698.38,8320.49,16418.3,2636.35,8304.8,4495.67,-0.0919108,-0.379376,-0.24205,-0.0559254,-0.00477449,0.0429224,2084.09,6741.27,3633.27,0,0,0,512,-512,15616,1604490000
645,0,624.384,-351.744,15792.4,7396730.0,74540500.0,24104100,2789.12,8636.53,16537.2,2718.33,8629.37,4907.14,0.337389,-0.123962,0.193575,0.0928719,-0.166904,-0.0515575,2119.5,6829.81,3856.86,0,0,0,512,0,15872,1604490000
646,0,740.864,-223.232,15901.7,8587560.0,60079400.0,21767400,3021.23,7750.43,16571.3,2928.99,7747.21,4663.23,0.0163893,0.1494,-0.394809,0.0443331,0.015941,0.0327219,2337.34,6095.78,3790.22,0,0,0,768,-512,16128,1604490000
647,0,646.656,-485.376,15847.9,8185850.0,76102400.0,19632700,2931.86,8732.8,16455.1,2859.66,8719.31,4428.66,0.0769768,-0.282944,0.0485392,0.0449176,0.0404589,-0.0901627,2292.87,7058.89,3510.95,0,0,0,512,-256,15872,1604490000
648,0,610.816,-419.584,15758.6,10530600.0,101298000.0,24510100,3300.47,10068.4,16517.2,3243.46,10059.7,4948.29,-0.0352182,-0.627677,0.238299,0.0814327,-0.0765976,-0.166234,2593.14,8300.36,3893.96,0,0,0,512,0,15872,1604490000
649,0,579.84,-342.528,15682.6,8942070.0,99106600.0,24654800,3044.56,9956.14,16449.1,2988.83,9950.25,4962.88,0.240789,-0.595336,0.0270208,0.0157676,0.0320658,0.0366455,2344.73,8167.22,3930.81,0,0,0,512,-768,15360,1604490000
650,2,627.2,-550.912,15829.8,192574.0,45061.5,278005,765.35,590.356,15838.5,438.613,212.171,526.998,0.0914652,2.57691,0.0396171,0.100597,0.141818,-0.209863,355.405,149.742,421.924,0,0,0,512,-512,15872,1604490000
651,2,587.008,-536.064,15860.7,119470.0,25529.8,274088,681.124,559.347,15869.4,345.472,159.701,523.272,-0.213982,0.671438,0.0995175,-0.107805,0.117702,-0.291146,282.091,107.907,410.114,0,0,0,512,-512,15872,1604490000
652,2,615.936,-558.08,15850.2,119996.0,25427.2,255307,706.579,580.392,15858.3,346.231,159.379,505.026,-0.284492,0.560975,0.126824,-0.191135,-0.00358045,-0.31859,286.878,120.248,395.254,0,0,0,512,-512,15872,1604490000
653,2,600.064,-550.912,15884.5,122653.0,26299.4,261658,694.699,574.262,15892.8,350.043,162.09,511.27,-0.189893,0.224085,-0.0320015,-0.333347,0.0406582,-0.130739,288.387,120.455,405.844,0,0,0,512,-512,15872,1604490000
654,2,593.408,-556.032,15850.5,116566.0,27711.2,277032,684.531,580.392,15859.2,341.247,166.383,526.075,-0.152315,0.649896,0.028677,-0.204891,0.185964,-0.299056,278.64,124.67,418.161,0,0,0,512,-512,15872,1604490000
655,2,587.008,-552.448,15905.5,112910.0,26046.2,243371,676.296,575.516,15913.2,335.853,161.308,493.08,-0.163058,0.302025,0.174787,-0.200638,0.0165459,-0.338005,273.811,120.144,388.75,0,0,0,512,-512,15872,1604490000
656,2,576.0,-541.696,15900.9,120937.0,26932.3,251138,672.749,565.986,15908.8,347.585,164.029,500.886,-0.14137,0.656067,-0.158297,-0.204653,0.176507,-0.201623,282.496,114.926,408.332,0,0,0,512,-512,15872,1604490000
657,2,587.52,-553.728,15835.9,119393.0,26924.9,259200,681.508,577.506,15844.1,345.361,164.006,508.862,-0.312992,0.0317557,0.0680622,-0.27995,0.0457572,-0.157742,287.201,124.517,404.026,0,0,0,512,-512,15872,1604490000
658,2,590.848,-552.448,15813.9,116452.0,28276.7,259092,682.229,577.449,15822.1,341.08,168.073,508.756,-0.317438,0.355407,0.0829197,-0.220475,0.0927786,-0.16177,282.708,125.479,399.538,0,0,0,512,-512,15872,1604490000
659,2,564.736,-565.504,15922.7,117923.0,27901.6,266788,660.857,589.634,15931.1,343.228,166.954,516.257,-0.0631121,0.0973237,-0.0626737,-0.137605,0.0028998,-0.284523,275.807,131.906,419.388,0,0,0,512,-512,15872,1604490000
660,2,610.048,-552.96,15885.3,111543.0,25479.7,258818,695.406,575.516,15893.4,333.814,159.544,508.487,-0.0590988,0.320445,-0.0619974,-0.254761,0.175694,-0.222755,274.863,119.46,402.268,0,0,0,512,-512,15872,1604490000
661,2,616.448,-556.544,15935.7,113592.0,25172.9,256043,702.486,578.696,15943.8,336.865,158.58,505.754,-0.166422,0.292652,-0.1216,-0.262155,0.0570971,-0.238884,278.893,120.308,413.679,0,0,0,512,-512,15872,1604490000
662,2,605.44,-554.496,15894.5,116625.0,27319.4,260455,695.029,578.583,15902.7,341.333,165.203,510.093,-0.29031,0.165364,0.349048,-0.313155,0.104053,-0.332303,283.878,125.366,401.76,0,0,0,512,-512,15872,1604490000
663,2,572.928,-546.816,15865.3,109775.0,27388.9,274564,661.749,571.287,15874.0,331.157,165.413,523.726,-0.0873983,0.349806,0.0106049,-0.256976,0.181108,-0.265526,269.187,120.742,415.286,0,0,0,512,-512,15872,1604490000
664,2,595.712,-543.232,15892.7,120187.0,27494.7,263354,689.158,567.951,15901.0,346.506,165.732,512.923,-0.247,0.320069,0.472037,-0.234387,0.23297,-0.464861,284.457,119.377,400.9,0,0,0,512,-512,15872,1604490000
665,2,600.064,-557.056,15911.4,151518.0,39821.7,324484,715.152,591.687,15921.6,389.058,199.454,569.35,-0.271014,0.152256,0.331917,-0.120873,0.0760355,-0.22079,319.267,154.341,448.517,0,0,0,512,-512,15872,1604490000
666,0,691.456,-326.144,15736.1,9440960.0,95504600.0,33158800,3147.96,9773.2,16755.6,3071.08,9767.76,5755.49,0.140963,-0.499319,0.140249,0.0209866,-0.0971381,-0.226069,2429.49,8009.04,4574.74,0,0,0,768,0,15872,1604490000
667,0,645.888,-616.448,15610.9,8892920.0,99700200.0,24084300,3049.79,9999.03,16363.4,2980.61,9980.01,4905.12,-0.294579,-0.371867,1.02523,0.0654982,-0.0410071,-0.0927034,2428.7,8078.34,3732.89,0,0,0,512,-640,15360,1604490000
668,0,619.52,-425.472,15688.4,7206970.0,119319000.0,26611500,2753.83,10926.2,16514.0,2683.24,10917.9,5156.05,0.842237,-0.828789,-0.0885302,0.289767,-0.021509,0.0726494,2086.57,9054.71,4100.41,0,0,0,512,-256,15616,1604490000
669,0,626.944,-386.816,15776.5,10121000.0,104084000.0,23632800,3240.97,10204.4,16507.8,3179.76,10197.0,4858.93,-0.0437236,-0.640725,0.163008,-0.0268768,-0.0284588,0.0843454,2522.78,8403.97,3770.31,0,0,0,512,-256,15616,1604490000
670,0,633.856,-522.752,15841.8,7115640.0,100601000.0,18376700,2740.49,10038.6,16411.0,2666.18,10025.0,4284.66,-0.229042,-0.786115,0.115243,-0.100415,0.0487273,0.0632178,2152.89,8351.96,3363.18,0,0,0,768,-512,15872,1604490000
671,0,698.112,-503.808,15806.7,5913750.0,102600000.0,20177000,2528.87,10136.6,16432.0,2430.6,10124.1,4489.63,-0.0875424,-0.71835,0.933162,0.0133816,-0.0645688,-0.0178874,1953.07,8484.4,3416.71,0,0,0,768,-512,15872,1604490000
672,0,604.928,-409.856,15790.8,9421520.0,123849000.0,21881200,3126.99,11130.7,16468.5,3067.91,11123.2,4675.39,-0.274789,-0.948338,0.40779,0.111542,0.00882165,-0.0456669,2499.33,9406.71,3658.21,0,0,0,640,-896,15872,1604490000
673,0,645.376,-506.624,15886.1,5714790.0,126361000.0,21616500,2474.99,11246.8,16551.8,2389.37,11235.4,4647.03,-0.157838,-1.03445,0.483201,0.0516352,-0.0193834,-0.0155154,1905.41,9612.94,3587.58,0,0,0,640,-256,15616,1604490000
674,1,702.72,-158.208,15721.5,6530380.0,132222000.0,21901600,2649.09,11494.1,16402.6,2554.18,11493.0,4677.58,-0.0899678,-1.13799,0.159369,-0.0618404,-0.0057914,0.080265,2047.12,9913.03,3693.3,0,0,0,768,-256,15616,1604490000
675,0,549.376,-120.576,15701.0,4990620.0,115365000.0,20040100,2299.44,10736.1,16326.1,2232.85,10735.4,4474.38,-0.00028679,-0.954595,0.740513,0.0310735,-0.0805439,-0.0369163,1788.3,9091.33,3477.49,0,0,0,512,-128,15360,1604490000
676,0,515.328,-578.56,15680.8,6114390.0,108005000.0,20460200,2524.65,10403.4,16319.5,2471.49,10387.3,4521.03,0.254328,-0.753724,0.0659479,0.341009,0.00607975,0.132398,1959.49,8606.43,3628.45,0,0,0,256,-768,15360,1604490000
677,0,680.192,-391.936,15772.2,5252020.0,83113000.0,21834000,2389.44,9120.5,16449.1,2290.58,9112.07,4670.35,0.154434,-0.424889,0.513313,-0.182974,-0.118631,-0.0752718,1810.59,7402.91,3609.54,0,0,0,768,-256,15616,1604490000
678,0,611.84,-535.296,15823.4,10115600.0,113625000.0,24046300,3237.26,10667.6,16565.1,3178.92,10654.2,4901.25,-0.105135,-0.867334,0.31002,0.00259307,0.00946087,-0.0167474,2550.65,9003.64,3837.49,0,0,0,512,-512,15872,1604490000
679,0,539.648,-569.088,15751.9,7109270.0,125763000.0,21429200,2719.08,11223.2,16417.4,2664.99,11208.8,4626.86,-0.242588,-1.00878,-0.0333541,-0.0127175,0.0420272,-0.0472488,2143.05,9580.51,3669.78,0,0,0,512,-896,15872,1604490000
680,1,538.112,-400.128,15868.7,6162060.0,135056000.0,27937700,2538.79,11622.4,16725.0,2481.11,11615.6,5282.97,0.100614,-1.06319,0.557653,-0.0553206,-0.0336801,-0.229818,1980.48,9951.88,4098.86,0,0,0,512,128,15872,1604490000
681,0,521.984,-404.736,15847.7,5871830.0,132485000.0,24445500,2477.59,11511.6,16600.3,2421.97,11504.5,4941.77,-0.0966575,-1.14128,-0.17383,0.0617213,-0.0222787,-0.0438488,1940.52,9922.47,3973.03,0,0,0,512,-256,15872,1604490000
682,1,505.856,-631.552,15784.7,11024200.0,142835000.0,29302600,3356.94,11962.1,16686.2,3318.61,11945.4,5410.48,-0.174743,-1.10806,0.125665,0.0472865,0.0387196,-0.132547,2664.67,10293.8,4264.18,0,0,0,512,-1024,15616,1604490000
683,0,633.088,-464.64,15807.2,9155440.0,126198000.0,25418800,3089.84,11237.8,16591.0,3024.28,11228.2,5039.19,-0.322671,-0.946064,-0.121676,0.0559887,-0.00883326,-0.140865,2441.36,9508.46,4042.12,0,0,0,512,-256,15872,1604490000
684,1,684.544,-260.608,15583.5,8340700.0,140587000.0,26240000,2966.64,11853.9,16403.0,2886.58,11851.0,5119.94,-0.106973,-1.10573,-0.18725,-0.0575697,-0.013564,-0.0114187,2308.73,10238.9,4109.19,0,0,0,768,-512,15616,1604490000
685,1,612.096,-256.768,15733.2,4978380.0,140219000.0,26492300,2312.59,11838.3,16553.0,2230.11,11835.5,5144.49,-0.157996,-1.12798,0.144334,0.0322111,-0.0381622,-0.0533841,1794.86,10231.6,4041.41,0,0,0,512,0,15616,1604490000
686,1,581.376,-160.512,15716.1,6566560.0,154184000.0,23211200,2626.4,12411.9,16437.3,2561.25,12410.9,4815.39,-0.0661439,-1.27496,0.163147,0.0771528,-0.0147156,-0.167471,2042.66,10879.0,3816.57,0,0,0,512,0,15616,1604490000
687,1,640.512,-325.632,15662.3,5528120.0,161923000.0,25456500,2435.74,12722.7,16454.2,2350.02,12718.5,5042.92,-0.295153,-1.28421,-0.0935308,0.0700112,-0.0266029,-0.0588769,1893.91,11143.0,4024.67,0,0,0,512,-512,15616,1604490000
688,1,627.2,-331.52,15735.0,5319470.0,139422000.0,25280900,2389.04,11806.4,16518.1,2305.24,11801.8,5025.5,0.144996,-1.15874,0.269623,0.0429191,0.0272506,-0.223961,1804.13,10237.1,4024.7,0,0,0,768,-512,15872,1604490000
689,0,628.992,-427.776,15721.7,6047560.0,126659000.0,26080600,2537.15,11256.8,16529.6,2457.95,11248.7,5104.36,-0.258566,-0.957778,-0.0680122,0.0436739,0.0197002,-0.108754,1990.14,9493.25,4063.24,0,0,0,512,-384,15872,1604490000
690,0,598.272,-406.528,15896.1,7219030.0,127861000.0,25039000,2751.32,11309.2,16664.3,2685.48,11301.9,5001.4,0.398341,-1.03359,-0.287302,0.0684136,0.0295758,-0.0145458,2084.16,9679.9,4061.73,0,0,0,512,-512,15616,1604490000
691,1,635.392,-85.248,15764.5,5088700.0,147372000.0,30365600,2342.5,12133.9,16698.9,2254.69,12133.6,5507.75,-0.217476,-1.16039,-0.208519,0.00716976,-0.0367144,-0.174515,1821.24,10456.3,4478.62,0,0,0,768,0,15872,1604490000
692,1,551.424,-467.2,15838.7,3768960.0,150349000.0,26648000,2017.24,12264.4,16657.9,1940.41,12255.5,5159.59,0.156854,-1.22943,-0.0153399,-0.0840434,0.0252504,-0.0584916,1545.85,10649.0,4122.18,0,0,0,512,-640,15872,1604490000
693,1,583.424,-194.048,15855.6,7446250.0,153009000.0,27538600,2789.12,12365.0,16700.6,2727.42,12363.5,5245.1,-0.0910945,-1.23248,0.0285468,0.165034,0.000219742,-0.105081,2178.29,10735.1,4159.34,0,0,0,512,256,15872,1604490000
694,1,622.848,-457.728,15737.3,6873700.0,155461000.0,28250400,2693.47,12470.5,16609.8,2620.46,12462.1,5312.45,0.0100362,-1.26303,0.725749,-0.108517,0.0107812,-0.249152,2084.58,10900.1,4188.46,0,0,0,768,-640,15872,1604490000
695,1,528.128,-336.128,15727.6,8020520.0,156640000.0,28126400,2879.48,12513.8,16596.9,2830.64,12509.3,5300.78,-0.304903,-1.26539,0.0441044,0.0415171,-0.00207806,-0.130126,2273.64,10922.5,4184.22,0,0,0,512,-256,15616,1604490000
696,1,655.872,-169.472,15755.8,5970410.0,153648000.0,24546000,2528.76,12390.4,16515.6,2442.22,12389.3,4951.92,-0.0981377,-1.29679,0.106397,0.148891,-0.0207302,-0.152655,1952.93,10890.6,3956.55,0,0,0,768,-256,15872,1604490000
697,1,545.28,-318.976,15641.6,13458900.0,144141000.0,38397300,3707.12,12004.1,16823.2,3666.8,11999.9,6193.45,0.068939,-1.24462,3.57509,0.114423,-0.0335168,-0.791438,2921.16,10542.3,4621.11,0,0,0,512,-512,15872,1604490000
